id,is_iceberg
5941774d,0.018408318111299997
4023181e,0.5612079875375
b20200e4,0.0291760224232
e7f018bb,0.9972853320939999
4371c8c3,0.33276900657549996
a8d9b1fd,0.555057920464
29e7727e,0.022753117040149998
92a51ffb,0.9981799120205
c769ac97,0.00073870624744
aee0547d,3.4312268244299995e-05
565b28ac,0.000593994913205
e04e9775,0.408136230424
8e8161d1,0.0027127161306050003
4cf4d256,0.7882035192315
139e5324,0.0922305712031
f156976f,0.00601359515264
68a117cc,0.134210511903
d9aa7a56,0.05527655426375
9005b143,0.3955669544606
5f6d3988,0.978840609458
9ad70954,0.2237078118235
b9087b9e,0.40672330034149995
a39a1427,0.4337726590999
82fbe8ed,0.034537752720050004
1fae4879,4.971272962525e-05
6dd8f13d,0.0025026680033950004
bbad5958,0.0382549364347
54527583,0.1738950312503
be8fa29c,0.121654026714
81a3328f,0.9975989229545
1a3c0ab3,0.0037059610377500004
4deeeb8b,0.8405255470605
ac6d5632,0.3088255269436
472dadb5,0.630373301353
96093f95,0.9786362599189999
f5b4e3df,0.9749626772165
e01a3c92,0.01088627559445
001680af,0.44119436128600004
8e639f33,0.1461047416255
a2c16612,0.9466223472024999
a6d76474,0.002094964507275
19c47684,0.533398803434
015827b6,0.277387095057
7df7f7ce,0.05904465841615
0bbf1a3f,0.8848187184355001
636cfbb7,0.9260549935360001
7370030a,0.9906573535195
43aa97ad,0.03804961130416
ba2b5e63,0.9908787937279999
dfdd335b,0.556104152525
e79b13dc,0.07594677290060001
dc32b195,0.5815607302665
6d868590,0.9807986789475001
75fa59aa,0.0778327913345
ffe50836,0.49043773722525
a7bfd784,0.985855830409
b3d569e3,0.003952517260185
6c538c5b,0.0326257809181
5c7c15f4,0.027180771154445
0b745139,0.037617775923649996
fd14608e,0.5531162589245
f0bc8305,0.19747631342465
a10ccb28,0.9980030361134999
543304c7,0.542679362815
6c3a4078,7.96951593374e-05
9b73cc75,0.49444837749
5c6c71b1,0.06063094736335
09ee9186,0.49196523274649995
207c35cf,0.466963108641
153c813e,0.005715375964055
5605d58b,0.6731170351369999
642ca396,0.00333475973291
d32d72c0,0.15923126208205
16646a17,0.9670906831265
384074af,0.5632779159665
69bf1e8c,0.36259893458549997
9e90a054,0.5443886816029999
89dbe7f7,0.9980177278310001
dbd27d22,0.6629700071319999
a2ea1561,0.6466078398514999
d63402af,0.3100848604445
1ac8bb92,0.993495971918
8beffca5,0.0329573350175
46741f3e,0.0579263146865
e5ee6aa7,0.039950118097949995
5ecd892b,0.700912366831
69892166,0.04787442837809999
2f725a81,0.148170416443
810abfe4,0.003630076706
e6f973e6,0.49087744495950003
c60a5c46,0.260552742918
c42b9e08,0.546930664862
c3f00c23,0.23106792696465
5307fdb8,0.9276809259585
3e4f005e,0.001860064080355
4a4cc2e0,0.9201185284855
9bdd88d1,5.578653551199999e-05
0d832bed,0.0195960732654
14a134fa,0.41932084544105
78a41676,0.00913840059928
0bd4658e,0.3627172472145
4a311bb0,0.720660613046
f939c817,0.339065785374
956adc4d,0.989759807086
f8a119f5,0.603175198728
61faa1ad,0.38956724105310003
6725eb3e,0.035071074903249996
17b3a8fd,0.09029973938579999
49a88dfc,0.009959765915450001
2d6ec645,0.8715036688205
0d4d77ba,0.45700211642800004
3ee672a2,0.9975904012735001
738b41fd,0.3743093193025
f7fb320d,0.49958991788699997
b42fad18,0.00369345277555
4ab8b00a,0.520259472204
f7870f2b,0.242943013638
4978666a,0.6624365148595001
f1b0d6c7,0.0026116435402550003
5642407f,0.018060611653495002
36d4ff92,0.9738376922274999
4139aba2,0.501463912917
7585ce58,0.2675718166525
33e25984,0.9937184661275
ac46f3c9,0.1614750878795
fc34a5b8,0.7213333620585001
85c36a8f,0.3714608358075
b2d8a426,0.21414986794899998
13ec60d1,0.950263390547
9d440f42,0.37721159678875005
1c0a891e,0.42747920831200004
981c3bc3,0.9973053690545
295604f4,0.44338738732125
16ca16c3,0.0700145277266
b4dda837,0.296433687725
88d088ef,0.01318626607623
1b4fa160,0.49582977251665
f371bd82,0.011374467742850001
b130a0b7,0.9979033646315001
ebf1de82,0.554752482695
01e651c3,0.00876921174337
51b1fecc,0.5392192379080001
fa635a31,0.0618967978505
97b7d789,0.09056541700865
2f598053,0.011473753642649999
c0e3e148,0.48750142096954996
cfa175a8,0.0753103436798
3d7e09d8,0.7714447965839999
44a13d1b,0.9664839242000001
c66b0948,0.5177934013834999
976a6d64,0.01176034176455
8bbd8909,0.9071216006425
522890fd,0.3025931499852
f23a3b95,0.8343360439715
680039dc,0.485564594414
93028e53,0.3190187898404
22a16932,0.2204021846188
7d8126d2,0.010122665268205
ba2ecd75,0.003984513564585
8071bdd7,0.1903330877335
96d5aeee,0.00034772881127999994
154be68f,0.9815026422355
d8c2bfe2,0.9913480550964999
f76d47b0,0.2067806022935
0e781ade,0.19907165657325
13cf6060,0.001437405490824
cd99f710,0.39261972543199997
d10005bb,0.0019850919388
3a31445f,0.9924479322015001
3157202d,0.21334238176855
6ee64703,0.8161183644169999
e5de8685,0.07939131490605
02cc70ba,0.04586161462085
50984a87,0.9661008617810001
fa94957a,0.9892159566945
eab406b4,0.41330791096
3ad39398,0.7728163121909999
9ecf3802,0.10184006136585
6048ae7b,0.0069727415637049995
9dc68871,0.0015578380427650003
13701465,0.422096310429
8d8779f3,0.03319874544505
0712f269,0.260297479989
722c2597,0.0014232161445
478a2b08,0.838150839306
38f5fb41,0.576010779301
c52ad74d,0.9969914620770001
0c85fd09,6.6629195705e-05
f1582cba,0.939175270627
ff836697,0.8817458100775
ddfe4802,0.063895518134
3cef3bc7,0.993650901696
6a21542b,0.7833810873535
150e23c4,0.9949374183949999
078c6d99,0.9454654171495
1dcd1dc3,0.00686730750424
39967e45,0.4584070351285
6b6333aa,0.01794229679556
4ae61433,0.28900861871850003
f96362e0,0.0298853398459
97a88aac,0.0904200847895
427ae8ce,0.338077464263
209d4b15,0.08964786820100001
64b453bd,0.0005048763826665
0f5a484e,0.6779441645075
5ac74969,0.8664817946015001
736ed43e,0.555375464475
8533795f,0.4635367463037
f5b54fb6,0.40651966742150003
6eb4c041,0.0889556368373
97afdf42,0.641117377761
1bb488db,0.42361174061550005
f132e44d,0.01628912201175
d3c2f140,0.471120520396
1756794d,0.801555756901
9efcc11f,0.0007515686228845
14c966cf,0.695544605423
59cfe4d1,0.4680388297775
883151f4,0.026780252631549997
34c4c9ff,0.578576419847
70b4c2eb,0.868681621087
96a337d9,0.47085390091699997
7fe89ffa,0.0994269687326
057c7a22,0.00033686110536549995
451cc057,0.34378887210455
05076700,0.00047603965215050004
dc52f6c1,0.12824467231165
b03a59f9,0.092795486186
129ed4b0,0.735922081162
fb611563,0.9975934844645
ac32e6f1,0.6300115759684999
c05c5ab0,0.3866000193665
3163d5ed,0.00380838530685
02096ca4,0.8057512722005
e92496c0,0.06924749814799999
1a9e2c50,0.9942958554565
0864e334,0.910820556275
d976faeb,0.5764032519435
1d7b342f,0.0744275136788
281bc1ea,0.0001464243755735
bea9f0cf,0.49404786111450005
f4afa0e6,2.81721303307e-05
e1b5ef69,0.4426534465055
b50539fd,0.22514406346345
2a8c9c15,0.7990147861729999
157ebb0c,0.9856835560170001
247d3614,0.002896951509115
0c6cc0cb,0.42491278573550006
aae88d39,0.05493425413855
0c77b464,0.056023678097499995
963cf5ea,0.1965479732905
1b371d8b,0.83324876169
225bc00f,0.0072528857995
bc0a4eec,0.0078475603098
1099782e,0.42898066791949996
a18feadd,0.9936023827459999
ad7f4932,0.31130166643375
5f8f831e,0.45019794223
b5167c35,0.0821843056615
0230b06d,0.3459071359435
f8d7f7ba,0.0101241486718
08bd1053,0.48786731484325
58e4dc8c,0.0280644124284
4793ce8e,0.5671973437335
304caab4,0.00020297523973700001
f2ee6d7f,0.5929797237609999
e1f9c0e4,0.742272931172
8e40401c,0.5784863147815
5d9eaba2,0.3458180553062
55e7562c,0.11357895312775
9da6cb4b,0.000948284545335
c3c1c8ec,0.002226504296745
3b38698e,0.369705885966
6c9eb909,0.06670520911120001
482a3d1d,0.047934754309599995
0e9918f0,0.6421691090820001
ef894fd2,0.00138499057988
4b82e7f7,0.99731924187
b9cdd7fb,0.014591187457100002
94a496f4,0.216902601607
995eacae,0.600170202245
41b02e58,0.970020099326
69f04617,0.3475877637645
c889a03c,0.996399594883
91f98acf,0.9980202423275
9135c19f,0.9941589061185001
1f0e9c09,0.004936669269974999
260d6e8e,0.00910063432922
46334397,0.022317366450949998
f34ddf31,0.1582676850726
4d6177d7,0.690680108845
76a57270,0.8629414738045
217b8cea,0.030383902946950002
9a45a566,0.01471417034075
1b55c75e,0.00012002154488750001
7bd92ec6,0.9932153924835001
6c409f41,0.558827801047
df3e48eb,0.47070207259554997
62723e57,0.06348431916149999
b8e627bf,0.059132531860784994
86bb5d85,0.333177874747
77e5034c,0.005286284419850001
607079e5,0.5538839128915
96879fb4,0.1092023736855
6afe606d,0.535257527167
4129802f,0.980340188979
a42300ef,0.502749060848
1af842f5,0.9679441100224999
3fe57d78,0.941343228801
f4e60ed5,0.99554624961
68c8337b,0.3885942868875
914ed5b5,0.7452292732870001
a6bb5987,0.9073517231625
c781c439,0.10571323409450001
47a1a25e,0.3206633155804
80ea0713,0.9816797462394999
a9d001bc,0.011506599101315
f94d098a,0.420924841512
3e230e0e,0.1970531935911
24afa485,0.0036289364513150003
bc37db7f,0.2904122277033
83f99e4d,0.011406103687800002
1a8d86f7,0.0123253501614
38136419,0.801040207031
d393e637,0.610107438606
36902570,0.9800689576645001
327f7b25,0.9967864276065
3f8543c6,0.434511133514
a0d42a70,0.60837048096
e07ba430,0.5029115298775
c6e53803,0.5176707369811
fec4dad8,0.269027803929
933fc5ba,0.5611105486005
c27eda4e,0.9895309075525001
9b94d2c2,0.002324033283675
a2dbdb31,0.6315751936335
816258dd,0.3030636022945
81f11218,0.2751527154396
c4bd9d04,0.579639314114
c6ce9bf9,0.7150616874810001
a7b3cc29,0.030910938608850004
527870bf,0.5750469565105001
9af26068,0.9902330753755
0b591e70,0.9941846338864999
2b1e57c5,0.1428170854185
194db786,0.7257309847444999
e09ba644,0.9960268424729999
fa2ed3e5,0.9971922970315
1ba92726,0.6159932649675001
8c8f45b4,0.00091222316815
f8889f44,0.004439504037554999
598e255b,0.185413958121
45f1aa7a,0.6965670451795
022956a3,0.004666699278045
d406064d,0.8180676126935
76617947,0.0009070899261549999
d0e5dccb,0.5239717024565
33271da6,0.1978971677785
0840e2b1,0.816529248738
521a9f4d,0.9770069529695
7286b1dc,0.5346767435505
5b6acc2d,0.078050766924
e034cd34,0.00173008477764
46577660,0.028654550201200002
bb4d6f24,0.7743778885415
bfc7a3f2,0.659130457911
abc66be8,0.021816000130599998
3627189f,0.9986077185105
e49a77f6,0.005773135369100001
a209d7ee,0.44436398926955
dee69cf6,0.969223392894
9a6261a0,0.1495870571735
a8e444c6,0.00035694850959150007
a6a66a28,0.9975999113080001
db7022ff,0.008783980028485
0dfb45d9,0.7396476042495
81c983aa,0.0012073355741300002
a98fb5e1,0.994582154176
99e004d7,0.003857847359565
d16e5fbb,0.1076487056385
3c352f9e,0.1498296887205
12202699,0.17112926223699998
86af0236,0.166806752504
f3703e6f,0.9285337282905
4a71dc34,0.774859528611
321edcdc,0.2332201025465
e365a657,0.00582851985725
45755c9c,0.010106381326700001
873b0829,0.031364052291
72ccd009,0.273049353596
205243d9,0.9580663284215001
d9202f36,0.296320362393
9d0c30b0,0.021598047612149996
56644ace,0.0836481961738
c63f527f,0.3895095203469999
bb84b9bd,0.9970714288570001
